Product_ID,Sub_Category_ID,Product_Name,Product ID_x,Product_Total_Sales,Product ID_y,Product_Order_Count
OFF-LA-10001404,3,Avery 517,OFF-LA-10001404,44.28,OFF-LA-10001404,4
OFF-LA-10001474,3,Avery 477,OFF-LA-10001474,573.9639999999999,OFF-LA-10001474,4
OFF-PA-10003072,11,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",OFF-PA-10003072,99.792,OFF-PA-10003072,5
FUR-FU-10004960,6,"Seth Thomas 12"" Clock w/ Goldtone Case",FUR-FU-10004960,390.66,FUR-FU-10004960,3
TEC-AC-10003116,12,Memorex Froggy Flash Drive 8 GB,TEC-AC-10003116,411.8,TEC-AC-10003116,7
OFF-AP-10004859,10,Acco 6 Outlet Guardian Premium Surge Suppressor,OFF-AP-10004859,432.432,OFF-AP-10004859,8
OFF-PA-10002659,11,Avoid Verbal Orders Carbonless Minifold Book,OFF-PA-10002659,68.276,OFF-PA-10002659,5
OFF-BI-10004139,9,Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,133.86,OFF-BI-10004139,2
OFF-AR-10002818,7,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,OFF-AR-10002818,197.82,OFF-AR-10002818,2
OFF-AP-10001303,10,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",OFF-AP-10001303,147.26,OFF-AP-10001303,4
OFF-ST-10002574,5,"SAFCO Commercial Wire Shelving, Black",OFF-ST-10002574,4199.456,OFF-ST-10002574,10
FUR-FU-10004018,6,Tensor Computer Mounted Lamp,FUR-FU-10004018,491.37,FUR-FU-10004018,7
TEC-PH-10002549,8,Polycom SoundPoint IP 450 VoIP phone,TEC-PH-10002549,3839.62,TEC-PH-10002549,6
OFF-PA-10004911,11,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",OFF-PA-10004911,196.98000000000002,OFF-PA-10004911,5
TEC-MA-10002178,16,Cisco CP-7937G Unified IP Conference Station Phone,TEC-MA-10002178,1391.4,TEC-MA-10002178,2
OFF-AR-10000411,7,Boston 16701 Slimline Battery Pencil Sharpener,OFF-AR-10000411,86.076,OFF-AR-10000411,2
OFF-LA-10000262,3,Avery 494,OFF-LA-10000262,56.376,OFF-LA-10000262,6
OFF-PA-10000466,11,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",OFF-PA-10000466,76.836,OFF-PA-10000466,3
OFF-AR-10003829,7,Newell 35,OFF-AR-10003829,93.152,OFF-AR-10003829,9
OFF-BI-10001758,9,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,OFF-BI-10001758,100.392,OFF-BI-10001758,4
OFF-BI-10000136,9,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,OFF-BI-10000136,68.172,OFF-BI-10000136,3
OFF-ST-10000649,5,Hanging Personal Folder File,OFF-ST-10000649,251.2,OFF-ST-10000649,5
OFF-PA-10003641,11,Xerox 1909,OFF-PA-10003641,970.784,OFF-PA-10003641,9
FUR-CH-10002961,2,"Leather Task Chair, Black",FUR-CH-10002961,864.3100000000001,FUR-CH-10002961,5
OFF-PA-10004041,11,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",OFF-PA-10004041,131.72,OFF-PA-10004041,5
TEC-PH-10001336,8,Digium D40 VoIP phone,TEC-PH-10001336,3044.164,TEC-PH-10001336,9
TEC-MA-10003183,16,DYMO CardScan Personal V9 Business Card Scanner,TEC-MA-10003183,1343.9160000000002,TEC-MA-10003183,3
TEC-AC-10001314,12,Case Logic 2.4GHz Wireless Keyboard,TEC-AC-10001314,1229.754,TEC-AC-10001314,8
TEC-AC-10004510,12,Logitech Desktop MK120 Mouse and keyboard Combo,TEC-AC-10004510,778.736,TEC-AC-10004510,12
OFF-BI-10000042,9,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",OFF-BI-10000042,33.108000000000004,OFF-BI-10000042,3
FUR-TA-10003008,4,"Lesro Round Back Collection Coffee Table, End Table",FUR-TA-10003008,2847.7799999999997,FUR-TA-10003008,8
OFF-AP-10003590,10,Hoover WindTunnel Plus Canister Vacuum,OFF-AP-10003590,3051.3,OFF-AP-10003590,3
OFF-PA-10000806,11,Xerox 1934,OFF-PA-10000806,1097.2079999999999,OFF-PA-10000806,5
OFF-AR-10000896,7,Newell 329,OFF-AR-10000896,24.272,OFF-AR-10000896,2
TEC-PH-10002310,8,Panasonic KX T7731-B Digital phone,TEC-PH-10002310,2968.626,TEC-PH-10002310,6
OFF-ST-10002289,5,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",OFF-ST-10002289,406.784,OFF-ST-10002289,4
OFF-PA-10001289,11,White Computer Printout Paper by Universal,OFF-PA-10001289,1279.08,OFF-PA-10001289,8
OFF-FA-10000053,14,Revere Boxed Rubber Bands by Revere,OFF-FA-10000053,48.006,OFF-FA-10000053,6
FUR-FU-10004091,6,"Eldon 200 Class Desk Accessories, Black",FUR-FU-10004091,1117.4279999999999,FUR-FU-10004091,8
OFF-EN-10003001,13,Ames Color-File Green Diamond Border X-ray Mailers,OFF-EN-10003001,1360.476,OFF-EN-10003001,4
FUR-TA-10002958,4,"Bevis Oval Conference Table, Walnut",FUR-TA-10002958,6942.068,FUR-TA-10002958,8
FUR-TA-10001676,4,Hon 61000 Series Interactive Training Tables,FUR-TA-10001676,582.033,FUR-TA-10001676,8
OFF-BI-10000822,9,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",OFF-BI-10000822,67.25,OFF-BI-10000822,5
OFF-PA-10004888,11,Xerox 217,OFF-PA-10004888,151.632,OFF-PA-10004888,8
FUR-TA-10002622,4,"Bush Andora Conference Table, Maple/Graphite Gray Finish",FUR-TA-10002622,1162.664,FUR-TA-10002622,3
OFF-PA-10000418,11,Xerox 189,OFF-PA-10000418,1782.4499999999998,OFF-PA-10000418,6
FUR-TA-10001039,4,KI Adjustable-Height Table,FUR-TA-10001039,2678.277,FUR-TA-10001039,10
OFF-AR-10002240,7,Panasonic KP-150 Electric Pencil Sharpener,OFF-AR-10002240,452.88,OFF-AR-10002240,3
OFF-BI-10002867,9,GBC Recycled Regency Composition Covers,OFF-BI-10002867,1171.688,OFF-BI-10002867,5
FUR-FU-10003976,6,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",FUR-FU-10003976,196.248,FUR-FU-10003976,5
TEC-PH-10002922,8,ShoreTel ShorePhone IP 230 VoIP phone,TEC-PH-10002922,2906.628,TEC-PH-10002922,4
OFF-PA-10000501,11,Petty Cash Envelope,OFF-PA-10000501,231.856,OFF-PA-10000501,3
OFF-AP-10004980,10,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,OFF-AP-10004980,303.36,OFF-AP-10004980,4
TEC-PH-10001750,8,Samsung Rugby III,TEC-PH-10001750,1385.79,TEC-PH-10001750,8
OFF-BI-10003708,9,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",OFF-BI-10003708,122.18,OFF-BI-10003708,6
OFF-BI-10001191,9,Canvas Sectional Post Binders,OFF-BI-10001191,422.63599999999997,OFF-BI-10001191,6
OFF-PA-10003673,11,Strathmore Photo Mount Cards,OFF-PA-10003673,245.436,OFF-PA-10003673,9
OFF-PA-10001639,11,Xerox 203,OFF-PA-10001639,143.856,OFF-PA-10001639,6
TEC-AC-10004975,12,Plantronics Audio 995 Wireless Stereo Headset,TEC-AC-10004975,1913.13,TEC-AC-10004975,4
OFF-BI-10004364,9,Storex Dura Pro Binders,OFF-BI-10004364,125.334,OFF-BI-10004364,12
OFF-PA-10001712,11,Xerox 1948,OFF-PA-10001712,149.85000000000002,OFF-PA-10001712,3
FUR-CH-10004289,2,Global Super Steno Chair,FUR-CH-10004289,2389.902,FUR-CH-10004289,7
TEC-PH-10002564,8,OtterBox Defender Series Case - Samsung Galaxy S4,TEC-PH-10002564,689.77,TEC-PH-10002564,8
OFF-BI-10004876,9,Wilson Jones Suede Grain Vinyl Binders,OFF-BI-10004876,16.402,OFF-BI-10004876,3
TEC-PH-10004348,8,OtterBox Defender Series Case - iPhone 5c,TEC-PH-10004348,133.128,TEC-PH-10004348,2
OFF-BI-10004352,9,Wilson Jones DublLock D-Ring Binders,OFF-BI-10004352,35.775,OFF-BI-10004352,2
OFF-BI-10000666,9,Surelock Post Binders,OFF-BI-10000666,653.984,OFF-BI-10000666,8
TEC-MA-10000010,16,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,TEC-MA-10000010,3040.0,TEC-MA-10000010,1
OFF-BI-10000977,9,Ibico Plastic Spiral Binding Combs,OFF-BI-10000977,1100.48,OFF-BI-10000977,13
FUR-TA-10002530,4,"Iceberg OfficeWorks 42"" Round Tables",FUR-TA-10002530,3457.442,FUR-TA-10002530,7
FUR-FU-10001473,6,DAX Wood Document Frame,FUR-FU-10001473,839.6759999999999,FUR-FU-10001473,14
OFF-BI-10001765,9,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,OFF-BI-10001765,554.24,OFF-BI-10001765,6
FUR-CH-10000847,2,Global Executive Mid-Back Manager's Chair,FUR-CH-10000847,4626.582,FUR-CH-10000847,6
OFF-PA-10001293,11,Xerox 1946,OFF-PA-10001293,79.056,OFF-PA-10001293,3
OFF-AR-10000634,7,Newell 320,OFF-AR-10000634,81.32,OFF-AR-10000634,7
FUR-FU-10004270,6,"Eldon Image Series Desk Accessories, Burgundy",FUR-FU-10004270,426.56,FUR-FU-10004270,16
OFF-AR-10003770,7,Newell 340,OFF-AR-10003770,25.92,OFF-AR-10003770,2
OFF-LA-10003121,3,Avery 506,OFF-LA-10003121,66.08,OFF-LA-10003121,3
OFF-PA-10002262,11,Xerox 192,OFF-PA-10002262,142.56,OFF-PA-10002262,6
OFF-PA-10002464,11,HP Office Recycled Paper (20Lb. and 87 Bright),OFF-PA-10002464,106.352,OFF-PA-10002464,4
OFF-ST-10002214,5,X-Rack File for Hanging Folders,OFF-ST-10002214,318.378,OFF-ST-10002214,9
OFF-PA-10000130,11,Xerox 199,OFF-PA-10000130,57.352,OFF-PA-10000130,4
TEC-AC-10000865,12,WD My Passport Ultra 500GB Portable External Hard Drive,TEC-AC-10000865,708.0,TEC-AC-10000865,4
OFF-FA-10003021,14,Staples,OFF-FA-10003021,34.592,OFF-FA-10003021,6
TEC-PH-10003580,8,Cisco IP Phone 7961G-GE VoIP phone,TEC-PH-10003580,2252.4320000000002,TEC-PH-10003580,4
TEC-AC-10001109,12,Logitech Trackman Marble Mouse,TEC-AC-10001109,773.742,TEC-AC-10001109,9
OFF-PA-10001838,11,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",OFF-PA-10001838,132.888,OFF-PA-10001838,10
OFF-ST-10004950,5,Acco Perma 3000 Stacking Storage Drawers,OFF-ST-10004950,652.624,OFF-ST-10004950,11
OFF-PA-10003823,11,Xerox 197,OFF-PA-10003823,501.87600000000003,OFF-PA-10003823,3
TEC-PH-10001300,8,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",TEC-PH-10001300,477.66,TEC-PH-10001300,5
FUR-TA-10003715,4,Hon 2111 Invitation Series Corner Table,FUR-TA-10003715,3140.55,FUR-TA-10003715,4
TEC-MA-10004458,16,Lexmark X 9575 Professional All-in-One Color Printer,TEC-MA-10004458,396.0,TEC-MA-10004458,1
OFF-BI-10004965,9,Ibico Covers for Plastic or Wire Binding Elements,OFF-BI-10004965,184.0,OFF-BI-10004965,7
OFF-AR-10001419,7,Newell 325,OFF-AR-10001419,128.03,OFF-AR-10001419,6
OFF-PA-10002586,11,Xerox 1970,OFF-PA-10002586,101.592,OFF-PA-10002586,6
OFF-AR-10002221,7,12 Colored Short Pencils,OFF-AR-10002221,18.2,OFF-AR-10002221,3
FUR-FU-10002456,6,"Master Caster Door Stop, Large Neon Orange",FUR-FU-10002456,154.336,FUR-FU-10002456,7
OFF-FA-10004968,14,Rubber Band Ball,OFF-FA-10004968,58.344,OFF-FA-10004968,4
OFF-PA-10001274,11,Loose Memo Sheets,OFF-PA-10001274,18.25,OFF-PA-10001274,2
OFF-PA-10001125,11,Xerox 1988,OFF-PA-10001125,1102.888,OFF-PA-10001125,9
OFF-ST-10000344,5,"Neat Ideas Personal Hanging Folder Files, Black",OFF-ST-10000344,276.658,OFF-ST-10000344,7
OFF-ST-10003324,5,Belkin OmniView SE Rackmount Kit,OFF-ST-10003324,248.35999999999999,OFF-ST-10003324,2
OFF-ST-10000419,5,"Rogers Jumbo File, Granite",OFF-ST-10000419,277.03200000000004,OFF-ST-10000419,6
OFF-AP-10001626,10,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",OFF-AP-10001626,50.57,OFF-AP-10001626,7
FUR-FU-10003981,6,Eldon Wave Desk Accessories,FUR-FU-10003981,29.952,FUR-FU-10003981,5
OFF-ST-10001291,5,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",OFF-ST-10001291,229.976,OFF-ST-10001291,5
OFF-AP-10004868,10,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,OFF-AP-10004868,91.68599999999999,OFF-AP-10004868,4
OFF-LA-10002195,3,Avery 481,OFF-LA-10002195,91.168,OFF-LA-10002195,5
OFF-AR-10001315,7,Newell 310,OFF-AR-10001315,38.72,OFF-AR-10001315,7
OFF-EN-10003134,13,Staple envelope,OFF-EN-10003134,247.61599999999999,OFF-EN-10003134,7
OFF-AR-10001955,7,Newell 319,OFF-AR-10001955,511.872,OFF-AR-10001955,8
OFF-LA-10001641,3,Avery 518,OFF-LA-10001641,106.47,OFF-LA-10001641,8
OFF-ST-10001370,5,Sensible Storage WireTech Storage Systems,OFF-ST-10001370,2484.2999999999997,OFF-ST-10001370,8
TEC-AC-10003038,12,Kingston Digital DataTraveler 16GB USB 2.0,TEC-AC-10003038,477.93,TEC-AC-10003038,13
OFF-BI-10000088,9,GBC Imprintable Covers,OFF-BI-10000088,241.56,OFF-BI-10000088,8
OFF-AR-10003504,7,Newell 347,OFF-AR-10003504,127.54400000000001,OFF-AR-10003504,7
OFF-EN-10003160,13,Pastel Pink Envelopes,OFF-EN-10003160,65.52,OFF-EN-10003160,3
TEC-AC-10003280,12,Belkin F8E887 USB Wired Ergonomic Keyboard,TEC-AC-10003280,563.812,TEC-AC-10003280,8
TEC-PH-10000169,8,ARKON Windshield Dashboard Air Vent Car Mount Holder,TEC-PH-10000169,149.16,TEC-PH-10000169,3
OFF-PA-10001526,11,Xerox 1949,OFF-PA-10001526,110.55600000000001,OFF-PA-10001526,7
OFF-AP-10004336,10,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",OFF-AP-10004336,546.816,OFF-AP-10004336,4
OFF-PA-10001357,11,Xerox 1886,OFF-PA-10001357,651.4399999999999,OFF-PA-10001357,5
OFF-FA-10000992,14,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",OFF-FA-10000992,66.03,OFF-FA-10000992,5
OFF-AR-10001221,7,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",OFF-AR-10001221,75.348,OFF-AR-10001221,2
TEC-PH-10004830,8,Pyle PRT45 Retro Home Telephone,TEC-PH-10004830,201.568,TEC-PH-10004830,1
OFF-PA-10004519,11,Spiral Phone Message Books with Labels by Adams,OFF-PA-10004519,60.032,OFF-PA-10004519,4
FUR-BO-10000362,1,Sauder Inglewood Library Bookcases,FUR-BO-10000362,2154.348,FUR-BO-10000362,5
OFF-PA-10000308,11,Xerox 1901,OFF-PA-10000308,16.896,OFF-PA-10000308,1
OFF-SU-10001165,15,Acme Elite Stainless Steel Scissors,OFF-SU-10001165,95.076,OFF-SU-10001165,5
FUR-FU-10001488,6,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",FUR-FU-10001488,2267.972,FUR-FU-10001488,7
OFF-AR-10003251,7,Prang Drawing Pencil Set,OFF-AR-10003251,43.924,OFF-AR-10003251,7
OFF-AR-10001044,7,"BOSTON Ranger #55 Pencil Sharpener, Black",OFF-AR-10001044,618.562,OFF-AR-10001044,9
OFF-AR-10000823,7,Newell 307,OFF-AR-10000823,19.292,OFF-AR-10000823,3
OFF-AR-10004456,7,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,OFF-AR-10004456,234.24,OFF-AR-10004456,4
OFF-BI-10000591,9,Avery Binder Labels,OFF-BI-10000591,26.063,OFF-BI-10000591,4
TEC-PH-10000441,8,VTech DS6151,TEC-PH-10000441,2746.582,TEC-PH-10000441,8
TEC-AC-10004855,12,V7 USB Numeric Keypad,TEC-AC-10004855,461.868,TEC-AC-10004855,4
OFF-AR-10001915,7,Peel-Off China Markers,OFF-AR-10001915,287.97,OFF-AR-10001915,7
OFF-ST-10000352,5,Acco Perma 2700 Stacking Storage Drawers,OFF-ST-10000352,208.18,OFF-ST-10000352,4
OFF-PA-10000575,11,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",OFF-PA-10000575,218.094,OFF-PA-10000575,7
FUR-FU-10002937,6,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",FUR-FU-10002937,2699.056,FUR-FU-10002937,8
TEC-AC-10003063,12,Micro Innovations USB RF Wireless Keyboard with Mouse,TEC-AC-10003063,440.0,TEC-AC-10003063,6
TEC-AC-10002049,12,Plantronics Savi W720 Multi-Device Wireless Headset System,TEC-AC-10002049,13756.536,TEC-AC-10002049,15
FUR-FU-10004415,6,"Stacking Tray, Side-Loading, Legal, Smoke",FUR-FU-10004415,46.592,FUR-FU-10004415,4
OFF-ST-10002011,5,Smead Adjustable Mobile File Trolley with Lockable Top,OFF-ST-10002011,4778.766,OFF-ST-10002011,3
TEC-PH-10000038,8,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,TEC-PH-10000038,2027.304,TEC-PH-10000038,5
OFF-PA-10002689,11,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),OFF-PA-10002689,155.51999999999998,OFF-PA-10002689,5
TEC-CO-10001766,17,Canon PC940 Copier,TEC-CO-10001766,5669.874,TEC-CO-10001766,3
OFF-PA-10004359,11,Multicolor Computer Printout Paper,OFF-PA-10004359,1887.3,OFF-PA-10004359,5
OFF-FA-10001135,14,"Brites Rubber Bands, 1 1/2 oz. Box",OFF-FA-10001135,13.068000000000001,OFF-FA-10001135,3
OFF-BI-10004224,9,Catalog Binders with Expanding Posts,OFF-BI-10004224,1089.936,OFF-BI-10004224,8
TEC-PH-10003357,8,Grandstream GXP2100 Mainstream Business Phone,TEC-PH-10003357,596.6220000000001,TEC-PH-10003357,4
OFF-PA-10004475,11,Xerox 1940,OFF-PA-10004475,615.552,OFF-PA-10004475,4
OFF-PA-10003001,11,Xerox 1986,OFF-PA-10003001,85.50399999999999,OFF-PA-10003001,4
OFF-FA-10000611,14,Binder Clips by OIC,OFF-FA-10000611,36.112,OFF-FA-10000611,7
OFF-BI-10001116,9,"Wilson Jones 1"" Hanging DublLock Ring Binders",OFF-BI-10001116,115.632,OFF-BI-10001116,9
TEC-PH-10004922,8,RCA Visys Integrated PBX 8-Line Router,TEC-PH-10004922,1085.238,TEC-PH-10004922,5
OFF-BI-10002353,9,GBC VeloBind Cover Sets,OFF-BI-10002353,342.768,OFF-BI-10002353,11
OFF-FA-10002676,14,Colored Push Pins,OFF-FA-10002676,24.978,OFF-FA-10002676,5
TEC-AC-10003023,12,Logitech G105 Gaming Keyboard,TEC-AC-10003023,759.936,TEC-AC-10003023,5
OFF-PA-10000167,11,Xerox 1925,OFF-PA-10000167,396.544,OFF-PA-10000167,5
TEC-PH-10002185,8,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,TEC-PH-10002185,79.22999999999999,TEC-PH-10002185,5
FUR-FU-10000758,6,DAX Natural Wood-Tone Poster Frame,FUR-FU-10000758,513.712,FUR-FU-10000758,5
TEC-MA-10004679,16,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,TEC-MA-10004679,2330.65,TEC-MA-10004679,4
OFF-AP-10002495,10,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",OFF-AP-10002495,452.96500000000003,OFF-AP-10002495,3
OFF-BI-10002414,9,GBC ProClick Spines for 32-Hole Punch,OFF-BI-10002414,66.40899999999999,OFF-BI-10002414,5
TEC-AC-10003133,12,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,TEC-AC-10003133,13.616,TEC-AC-10003133,1
TEC-AC-10002006,12,Memorex Micro Travel Drive 16 GB,TEC-AC-10002006,556.452,TEC-AC-10002006,6
OFF-LA-10002381,3,Avery 497,OFF-LA-10002381,24.023999999999997,OFF-LA-10002381,2
OFF-FA-10001843,14,Staples,OFF-FA-10001843,50.388,OFF-FA-10001843,4
OFF-LA-10003077,3,Avery 500,OFF-LA-10003077,58.48,OFF-LA-10003077,2
OFF-PA-10003424,11,"""While you Were Out"" Message Book, One Form per Page",OFF-PA-10003424,25.228,OFF-PA-10003424,3
OFF-PA-10004405,11,Rediform Voice Mail Log Books,OFF-PA-10004405,29.204,OFF-PA-10004405,2
FUR-BO-10003965,1,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,FUR-BO-10003965,1646.9180000000001,FUR-BO-10003965,4
FUR-FU-10002088,6,Nu-Dell Float Frame 11 x 14 1/2,FUR-FU-10002088,170.62,FUR-FU-10002088,7
TEC-AC-10000736,12,Logitech G600 MMO Gaming Mouse,TEC-AC-10000736,1375.828,TEC-AC-10000736,6
FUR-BO-10003966,1,"Sauder Facets Collection Library, Sky Alder Finish",FUR-BO-10003966,1427.683,FUR-BO-10003966,4
OFF-AP-10000828,10,Avanti 4.4 Cu. Ft. Refrigerator,OFF-AP-10000828,2968.072,OFF-AP-10000828,6
OFF-AP-10002906,10,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,OFF-AP-10002906,9.768,OFF-AP-10002906,4
OFF-AP-10003860,10,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,OFF-AP-10003860,244.288,OFF-AP-10003860,3
FUR-TA-10001307,4,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",FUR-TA-10001307,3739.115,FUR-TA-10001307,5
OFF-PA-10001457,11,White GlueTop Scratch Pads,OFF-PA-10001457,186.49599999999998,OFF-PA-10001457,2
OFF-AP-10002082,10,Holmes HEPA Air Purifier,OFF-AP-10002082,239.58,OFF-AP-10002082,6
TEC-AC-10003590,12,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",TEC-AC-10003590,626.538,TEC-AC-10003590,5
OFF-PA-10004355,11,Xerox 231,OFF-PA-10004355,79.05600000000001,OFF-PA-10004355,5
OFF-PA-10004947,11,Easy-staple paper,OFF-PA-10004947,48.792,OFF-PA-10004947,3
FUR-TA-10004607,4,Hon 2111 Invitation Series Straight Table,FUR-TA-10004607,2040.054,FUR-TA-10004607,7
OFF-PA-10003893,11,Xerox 1962,OFF-PA-10003893,109.568,OFF-PA-10003893,7
TEC-PH-10001817,8,Wilson Electronics DB Pro Signal Booster,TEC-PH-10001817,8878.4,TEC-PH-10001817,10
FUR-BO-10000330,1,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",FUR-BO-10000330,1064.624,FUR-BO-10000330,3
OFF-BI-10001900,9,"DXL Angle-View Binders with Locking Rings, Black",OFF-BI-10001900,124.592,OFF-BI-10001900,4
FUR-BO-10003159,1,"Sauder Camden County Collection Libraries, Planked Cherry Finish",FUR-BO-10003159,1909.8178,FUR-BO-10003159,7
FUR-FU-10001591,6,Advantus Panel Wall Certificate Holder - 8.5x11,FUR-FU-10001591,270.84,FUR-FU-10001591,6
OFF-LA-10002034,3,Avery 478,OFF-LA-10002034,88.38,OFF-LA-10002034,4
OFF-BI-10001628,9,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",OFF-BI-10001628,262.836,OFF-BI-10001628,9
OFF-ST-10000877,5,Recycled Steel Personal File for Standard File Folders,OFF-ST-10000877,939.9300000000001,OFF-ST-10000877,3
OFF-AR-10004752,7,Blackstonian Pencils,OFF-AR-10004752,30.438000000000002,OFF-AR-10004752,3
OFF-PA-10000675,11,Xerox 1919,OFF-PA-10000675,1500.234,OFF-PA-10000675,8
OFF-PA-10001609,11,Tops Wirebound Message Log Books,OFF-PA-10001609,73.696,OFF-PA-10001609,6
TEC-PH-10001615,8,AT&T CL82213,TEC-PH-10001615,481.234,TEC-PH-10001615,5
TEC-AC-10004568,12,Maxell LTO Ultrium - 800 GB,TEC-AC-10004568,1002.0419999999999,TEC-AC-10004568,7
FUR-CH-10001854,2,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,FUR-CH-10001854,8774.5,FUR-CH-10001854,8
OFF-AR-10000475,7,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",OFF-AR-10000475,83.952,OFF-AR-10000475,4
TEC-PH-10000455,8,GE 30522EE2,TEC-PH-10000455,1159.9,TEC-PH-10000455,3
OFF-PA-10001994,11,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",OFF-PA-10001994,121.392,OFF-PA-10001994,3
TEC-AC-10002926,12,Logitech Wireless Marathon Mouse M705,TEC-AC-10002926,1309.738,TEC-AC-10002926,7
TEC-PH-10004897,8,Mediabridge Sport Armband iPhone 5s,TEC-PH-10004897,257.742,TEC-PH-10004897,7
FUR-FU-10001196,6,DAX Cubicle Frames - 8x10,FUR-FU-10001196,125.786,FUR-FU-10001196,5
OFF-PA-10000595,11,Xerox 1929,OFF-PA-10000595,351.736,OFF-PA-10000595,4
OFF-LA-10000443,3,Avery 501,OFF-LA-10000443,66.42,OFF-LA-10000443,8
OFF-LA-10001771,3,Avery 513,OFF-LA-10001771,72.708,OFF-LA-10001771,3
OFF-AP-10001394,10,Harmony Air Purifier,OFF-AP-10001394,1946.7,OFF-AP-10001394,5
FUR-FU-10002553,6,"Electrix Incandescent Magnifying Lamp, Black",FUR-FU-10002553,117.28,FUR-FU-10002553,2
OFF-AP-10004233,10,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,299.20799999999997,OFF-AP-10004233,2
FUR-CH-10004754,2,"Global Stack Chair with Arms, Black",FUR-CH-10004754,803.464,FUR-CH-10004754,7
OFF-PA-10000809,11,Xerox 206,OFF-PA-10000809,60.912000000000006,OFF-PA-10000809,5
FUR-FU-10002878,6,"Seth Thomas 14"" Day/Date Wall Clock",FUR-FU-10002878,421.50399999999996,FUR-FU-10002878,5
TEC-PH-10002624,8,Samsung Galaxy S4 Mini,TEC-PH-10002624,6109.87,TEC-PH-10002624,5
TEC-PH-10002885,8,Apple iPhone 5,TEC-PH-10002885,12996.600000000002,TEC-PH-10002885,6
TEC-PH-10000895,8,Polycom VVX 310 VoIP phone,TEC-PH-10000895,6227.654,TEC-PH-10000895,8
TEC-MA-10000488,16,Bady BDG101FRU Card Printer,TEC-MA-10000488,9279.884,TEC-MA-10000488,4
OFF-PA-10003729,11,Xerox 1998,OFF-PA-10003729,46.656,OFF-PA-10003729,2
OFF-AP-10001005,10,Honeywell Quietcare HEPA Air Cleaner,OFF-AP-10001005,1761.76,OFF-AP-10001005,6
FUR-CH-10000988,2,Hon Olson Stacker Stools,FUR-CH-10000988,5294.456,FUR-CH-10000988,10
FUR-FU-10001986,6,"Dana Fluorescent Magnifying Lamp, White, 36""",FUR-FU-10001986,581.172,FUR-FU-10001986,4
